"time","xS","xI","xV","xR","xC","xF","xJ","R_t","date"
732,70875.3075576401,614.082263905349,25513.3416257231,2997.26855273026,0.70961578345781,18839.6769663395,19.5994534729761,1.00498088451004,2022-01-02
733,70840.9769154951,614.345534666582,25511.2330785733,3033.44447126387,0.709770641626431,18901.3863763355,19.6650352696439,1.00359367088167,2022-01-03
734,70807.0657400984,614.524570534792,25509.0689143794,3069.34077498634,0.709875905385537,18963.03366085,19.7306392970432,1.00223639375338,2022-01-04
735,70773.5770698741,614.621028983941,25506.8504101437,3104.9514909971,0.709932602257971,19024.612134971,19.7962571669819,1.00090555133558,2022-01-05
736,70740.5139075585,614.636397699422,25504.5788421104,3140.27085263039,0.709941634752099,19086.1151011626,19.8618806493355,0.99959798257531,2022-01-06
737,70707.8792204599,614.572012152417,25502.2554856662,3175.29328172026,0.709903792248755,19147.5358507492,19.9275016558436,0.99831082869125,2022-01-07
738,70675.6759407535,614.429071329294,25499.8816152463,3210.01337266984,0.709819761534493,19208.8676652191,19.9931122255822,0.997041498888169,2022-01-08
739,70643.9069658205,614.208651799309,25497.4585042436,3244.42587813554,0.709690136130759,19270.1038173547,20.0587045119337,0.995787639805544,2022-01-09
740,70612.5751586323,613.91172028788,25494.9874249231,3278.52569615565,0.709515424552325,19331.2375722006,20.1242707708966,0.994547108300056,2022-01-10
741,70581.6833481818,613.539144907855,25492.469648339,3312.30785857026,0.709296057613766,19392.2621878781,20.1898033505921,0.993317947202211,2022-01-11
742,70551.2343299604,613.09170518715,25489.9064442564,3345.76752059498,0.709032394889728,19453.1709162588,20.2552946818393,0.992098363724197,2022-01-12
743,70521.2309104456,612.570094504542,25487.2990767725,3378.89991827641,0.70872472655101,19513.9569914424,20.320737264101,0.990886724005436,2022-01-13
744,70491.6757312181,611.974954928062,25484.6488215707,3411.70049228206,0.708373294359729,19574.6136786343,20.3861236795825,0.989681479253497,2022-01-14
745,70462.5715351091,611.306842764414,25481.9569397004,3444.16468242503,0.707978271425207,19635.134201483,20.4514465547908,0.988481238214684,2022-01-15
746,70433.920989196,610.566263562941,25479.2246950578,3476.28805218224,0.707539783128581,19695.5117911708,20.5166985746808,0.987284693184175,2022-01-16
747,70405.7267300246,609.753670362154,25476.4533499107,3508.06624970151,0.707057906168762,19755.7396742727,20.5818724721933,0.986090623507188,2022-01-17
748,70377.9913642917,608.869468743828,25473.6441648402,3539.49500212321,0.706532671593002,19815.8110728151,20.646961023214,0.984897884768374,2022-01-18
749,70350.7174695467,607.914021342118,25470.7983986854,3570.57011042494,0.705964067456209,19875.719204267,20.7119570420131,0.983705399143198,2022-01-19
750,70323.9075949073,606.887651867952,25467.9173084904,3601.28744473346,0.705352041149927,19935.4572814734,20.7768533771139,0.982512146779104,2022-01-20
751,70297.5642617866,605.7906487026,25465.0021494553,3631.64294005469,0.70469650143736,19995.0185125378,20.8416429075443,0.981317158088378,2022-01-21
752,70271.6899646254,604.623268108651,25462.0541748875,3661.63259237759,0.703997320226565,20054.3961006625,20.9063185394288,0.980119506847703,2022-01-22
753,70246.2871716264,603.385737101621,25459.0746361579,3691.25245511311,0.703254334110378,20113.5832439536,20.9708732028878,0.978918304010759,2022-01-23
754,70221.3583254876,602.078256020797,25456.0647826571,3720.49863583355,0.702467345698327,20172.5731351967,21.0352998492083,0.977712692150373,2022-01-24
755,70196.9058441286,600.7010008338,25453.0258617552,3749.36729328136,0.701636124762977,20231.3589616104,21.0995914482608,0.97650184045599,2022-01-25
756,70172.9321214097,599.254125205706,25449.9591187631,3777.85463462055,0.700760409220524,20289.9339045824,21.1637409861349,0.975284940220327,2022-01-26
757,70149.4395753007,597.737756283752,25446.8657943457,3805.95687406893,0.69983990200143,20348.291117837,21.227741447403,0.974061214258696,2022-01-27
758,70126.4304580798,596.152021455251,25443.7471347906,3833.67038567328,0.69887428805799,20406.4238135886,21.2915858748354,0.972829857641212,2022-01-28
759,70103.9071437173,594.497010992434,25440.6043763598,3860.9914689294,0.697863209741189,20464.3251322793,21.3552672759456,0.971590120175211,2022-01-29
760,70081.871936722,592.772806246752,25437.4387557746,3887.91650125547,0.696806284615296,20521.9882291818,21.4187786817116,0.970341244266494,2022-01-30
761,70060.3271208884,590.979473946441,25434.251507529,3914.44189763518,0.695703101355749,20579.4062523426,21.4821131301084,0.969082477350087,2022-01-31
762,70039.2749598949,589.117067338467,25431.0438638595,3940.5641089061,0.694553220043132,20636.572342319,21.5452636646749,0.967813069278899,2022-02-01
763,70018.7176978746,587.185627235943,25427.8170547173,3966.27962017115,0.693356172380173,20693.4796319307,21.6082233331907,0.966532269903039,2022-02-02
764,69998.6575599512,585.185182983489,25424.5723077407,3991.58494932356,0.692111461839541,20750.1212460305,21.6709851864531,0.965239326813591,2022-02-03
765,69979.0967527422,583.115753351881,25421.3108482283,4016.47664567651,0.69081856374942,20806.4903012971,21.7335422771472,0.963933483227482,2022-02-04
766,69960.0374648236,580.97734737213,25418.0338991129,4040.95128869028,0.689476925323134,20862.5799060531,21.7958876588029,0.962613975992543,2022-02-05
767,69941.4818671537,578.769965118114,25414.7426809368,4065.00548679036,0.688085965638528,20918.3831601131,21.8580143848323,0.961280033694034,2022-02-06
768,69923.432113456,576.493598446057,25411.4384118257,4088.63587627123,0.686645075572238,20973.8931546644,21.9199155076426,0.959930874845913,2022-02-07
769,69905.8903405551,574.148231698345,25408.1223074646,4111.83912028098,0.685153617693637,21029.1029721842,21.9815840778222,0.958565706151678,2022-02-08
770,69888.8586686648,571.733842378476,25404.7955810727,4134.61190788309,0.683610926122768,21084.0056863969,22.0430131433946,0.957183720821349,2022-02-09
771,69872.3392521185,569.250395805456,25401.4594425414,4156.95090953374,0.682016301724153,21138.5943311258,22.1041957238357,0.955784111533392,2022-02-10
772,69856.3340768616,566.697870549438,25398.1151018587,4178.85295072936,0.680369030936342,21192.8620251879,22.1651249101077,0.954366008819778,2022-02-11
773,69840.8452657042,564.076220551156,25394.7637637562,4200.31474998751,0.678668356189141,21246.8017848343,22.2257937140533,0.952928572081828,2022-02-12
774,69825.8748742285,561.385402349978,25391.4066313375,4221.33309208304,0.67691349580893,21300.4066492844,22.2861951672662,0.951470924419976,2022-02-13
775,69811.4249420175,558.625368789289,25388.0449051118,4241.90478408042,0.67510363855704,21353.6696495235,22.3463222960078,0.949992167478415,2022-02-14
776,69797.4974925892,555.796069634102,25384.679782965,4262.02665481073,0.67323794335064,21406.583808582,22.4061681208386,0.948491379876982,2022-02-15
777,69784.0945332584,552.897452195045,25381.3124601311,4281.69555441458,0.671315538972795,21459.1421418824,22.4657256563113,0.946967615633367,2022-02-16
778,69771.2180549241,549.929461962705,25377.9441291607,4300.90835395162,0.669335523775085,21511.3376576599,22.5249879107272,0.945419902569123,2022-02-17
779,69758.870031777,546.892043256114,25374.5759798888,4319.66194507703,0.667296965376267,21563.1633574608,22.5839478859555,0.943847240693334,2022-02-18
780,69747.0524209232,543.78513988909,25371.2091994004,4337.95323978622,0.665198900360565,21614.6122367253,22.6425985773185,0.942248600558312,2022-02-19
781,69735.7671619185,540.608695858087,25367.8449719933,4355.77917022907,0.663040333979345,21665.6772854583,22.7009329735443,0.940622921581943,2022-02-20
782,69725.0161762094,537.362656055114,25364.4844791391,4373.13668859533,0.660820239860118,21716.3514889968,22.7589440567885,0.938969110331677,2022-02-21
783,69714.8013664747,534.046967009343,25361.1288994414,4390.02276707352,0.658537559727043,21766.6278288774,22.8166248027294,0.937286038765489,2022-02-22
784,69705.1246158623,530.661577660942,25357.7794085902,4406.43439788546,0.656191203137405,21816.4992838126,22.8739681807378,0.935572542425324,2022-02-23
785,69695.9878403017,527.206434153624,25354.4371801394,4422.3685454043,0.653780041393855,21865.9587898917,22.9309671190225,0.93382743504438,2022-02-24
786,69687.3927739663,523.68150561031,25351.1033822481,4437.82233817434,0.651302931281873,21914.9994056544,22.9876146448124,0.932049439081943,2022-02-25
787,69679.341289687,520.086746255877,25347.7791822877,4452.79278176841,0.648758678032571,21963.6140671829,23.0439036759263,0.930237287791966,2022-02-26
